Date,"ETF Net Asset (Total)","Shares Outstanding","Net Asset Value (per Share)","ETF Dividend (per Share)","Total Return","ETF Net Asset Value (per Share) (Dividend-included)","Percent of Stocks in ETF","Percent of Bonds in ETF","Percent of REITs in ETF","Percent of Futures in ETF"
20030220,219058732493,,8685.8,0,-0.003156094705795,8723.922479771,,,,
20030221,215593212742,,8548.4,0,-0.015818922839578,8585.919423205,,,,
20030224,216886842336,,8599.7,0,0.006001123017172,8637.44458188,,,,
20030225,211769692566,,8396.8,0,-0.023593846296964,8433.654042016,,,,
20030226,211676026221,,8393,0,-0.000452553353659,8429.837363596,,,,
20030227,205665464654,,8395.6,0,0.000309781961158,8432.448775147,,,,
20030228,205753375095,,8399.2,0,0.000428796036018,8436.064575755,,,,
20030303,208869543197,,8526.4,0,0.015144299457091,8563.82286393,,,,
20030304,208618338700,,8516.1,0,-0.001208012760368,8553.477656633,,,,
20030305,209393524779,,8508.5,0,-0.00089242728479,8545.844299792,,,,
20030306,206848238038,,8405.1,0,-0.012152553329024,8441.990471197,,,,
20030307,201309719575,,8180,0,-0.026781358936836,8215.902494247,,,,
20030310,198799861380,,8078,0,-0.012469437652812,8113.454810333,,,,
20030311,194373527522,,7898.2,0,-0.022257984649666,7932.865657709,,,,
20030312,196356139233,,7978.7,0,0.010192195690157,8013.718976876,,,,
20030313,194519298556,,7904.1,0,-0.009349894093023,7938.791553151,,,,
20030314,197818879533,,8038.2,0,0.016965878468136,8073.480125826,,,,
20030317,194589473640,,7906.9,0,-0.016334502749372,7941.603842514,,,,
20030318,196627219090,,7989.7,0,0.010471866344585,8024.767256514,,,,
20030319,199002753138,,8086.3,0,0.012090566604503,8121.791239515,,,,
20030320,202545160333,,8230.2,0,0.017795530712439,8266.322824957,,,,
20030324,208445736242,,8470,0,0.02913659449345,8507.17532106,,,,
20030325,203613485856,,8273.6,0,-0.02318772136954,8309.913310073,,,,
20030326,207379719864,,8426.7,0,0.018504641268613,8463.68527485,,,,
20030327,207789264113,,8443.3,0,0.00196992891642,8480.358133212,,,,
20030328,205611059056,,8354.8,0,-0.010481683701871,8391.469701581,,,,
20030331,198055351566,,8047.8,0,-0.036745343993872,8083.122260782,,,,
20030401,198400994514,,8061.8,0,0.001739605855016,8097.183707594,,,,
20030402,200444132598,,8144.8,0,0.010295467513458,8180.547999406,,,,
20030403,199160524297,,8092.7,0,-0.006396719379236,8128.219329486,,,,
20030404,200546944527,,8149,0,0.006956887071064,8184.76643345,,,,
20030407,204871287029,,8324.7,0,0.021560927721192,8361.237590936,,,,
20030408,201951062490,,8206.1,0,-0.014246759642991,8242.11704866,,,,
20030409,193009447716,,8132.3,0,-0.008993309854864,8167.993136181,,,,
20030410,191169868201,,8054.8,0,-0.009529899290484,8090.152984188,,,,
20030411,187287646187,,7891.2,0,-0.020310870536823,7925.834934303,,,,
20030414,185756628130,,7826.7,0,-0.008173661800487,7861.051840064,,,,
20030415,187810556053,,7913.2,0,0.011051912044667,7947.931493579,,,,
20030416,188594691866,,7953.8,0,0.005130667745033,7988.709689333,,,,
20030417,187228760207,,7896.2,0,-0.007241821519274,7930.856879593,,,,
20030418,188474334641,,7948.7,0,0.006648767761708,7983.587305137,,,,
20030421,190712189037,,8043.1,0,0.011876155849384,8078.40163221,,,,
20030422,186477470972,,7864.5,0,-0.022205368576793,7899.017746455,,,,
20030423,186545864623,,7867.4,0,0.000368745629092,7901.930474723,,,,
20030424,187994564078,,7928.5,0,0.007766225182398,7963.298646166,,,,
20030425,184318890316,,7773.5,0,-0.019549725673205,7807.618342179,,,,
20030428,182147882193,,7681.9,0,-0.011783623850261,7715.616304469,,,,
20030430,187442496893,,7905.2,0,0.029068329449745,7939.896381115,,,,
20030501,188197032874,,7937,0,0.004022668623184,7971.835953159,,,,
20030502,189237096150,,7980.9,0,0.005531057074461,8015.928632804,,,,
20030506,193411960823,,8157,0,0.022065180618727,8192.801545913,,,,
20030507,194031259082,,8183.1,0,0.003199705774181,8219.016100327,,,,
20030508,192177232227,,8104.9,0,-0.009556280627147,8140.472875993,,,,
20030509,195033810145,,8225.4,0,0.014867549260324,8261.501757479,,,,
20030512,196664883855,,8294.1,0,0.008352177401707,8330.503285762,,,,
20030513,195932699954,,8263.3,0,-0.003713483078333,8299.568102776,,,,
20030514,192358604757,,8317.8,0,0.006595427976716,8354.307306436,,,,
20030515,189549514002,,8196.3,0,-0.014607227872755,8232.274035892,,,,
20030516,189409429234,,8190.3,0,-0.000732037626734,8226.247701544,,,,
20030519,187600212144,,8112,0,-0.009560089374016,8147.604038305,,,,
20030520,187520388403,,8132.3,0,0.002502465483234,8167.993136181,,,,
20030521,186575267027,,8091.3,0,-0.005041624140772,8126.813184804,,,,
20030522,187338072714,,8124.4,0,0.004090813589905,8160.058462623,,,,
20030523,190406222275,,8257.5,0,0.016382748264487,8293.74264624,,,,
20030526,191386960487,,8300,0,0.005146836209506,8336.429181204,,,,
20030527,188929381247,,8193.4,0,-0.012843373493976,8229.361307624,,,,
20030528,191553837324,,8307.3,0,0.013901432860595,8343.761221327,,,,
20030529,194805537879,,8448.3,0,0.01697302372612,8485.380078502,,,,
20030530,195936301484,,8497.3,0,0.005799983428618,8534.595142343,,,,
20030602,198755198396,,8619.6,0,0.014392807126969,8657.431924133,,,,
20030603,199152698617,,8636.8,0,0.001995452225161,8674.707415931,,,,
20030604,194726409360,,8630.2,0,-0.000764171915525,8668.078448148,,,,
20030605,196965285062,,8729.5,0,0.011506106463349,8767.814281605,,,,
20030606,199464608900,,8857.9,0,0.014708746205395,8896.777836649,,,,
20030609,197891813697,,8894.6,0,0.004143194210817,8933.638915077,,,,
20030610,195946633920,,8860.9,0,-0.003788815685922,8899.791003823,,,,
20030611,198180638045,,8962,0,0.011409676217991,9001.334737584,,,,
20030612,198399527273,,8990.2,0,0.003146619058246,9029.658509019,,,,
20030613,197522895540,,9052.1,0,0.006885275077306,9091.830191708,,,,
20030616,194450457335,,8911.3,0,-0.015554401741033,8950.412212345,,,,
20030617,198659217058,,9104.2,0,0.021646673324879,9144.158861629,,,,
20030618,195436757392,,9164,0,0.00656839700358,9204.221327296,,,,
20030619,195809727559,,9181.5,0,0.001909646442601,9221.79813581,,,,
20030620,196018738269,,9191.3,0,0.001067363720524,9231.641148578,,,,
20030623,196375165158,,9208,0,0.001816935580385,9248.414445847,,,,
20030624,189513880777,,8990.4,0,-0.023631624674197,9029.859386831,,,,
20030625,189838353056,,9005.8,0,0.001712938245239,9045.326978324,,,,
20030626,189663248606,,8997.5,0,-0.000921628283995,9036.990549143,,,,
20030627,193479751525,,9178.6,0,0.020127813281467,9218.885407542,,,,
20030630,193124134089,,9161.7,0,-0.001841239404703,9201.911232462,,,,
20030701,197235815471,,9356.7,0,0.021284259471495,9397.767098768,,,,
20030702,203839874536,,9670,0,0.033484027488323,9712.442190632,,,,
20030703,201025890953,,9702.4,0,0.003350568769389,9744.98439611,,,,
20030704,199432716483,,9625.5,0,-0.007925874010554,9667.746877552,,,,
20030707,204545632728,,9872.3,0,0.025640226481741,9915.63009706,,,,
20030708,204789633722,,9884.1,91.5,0.010463620432928,10019.383486749,,,,
20030709,199890894234,,9976.1,0,0.009307878309608,10112.642688981,,,,
20030710,197599611071,,9940.7,0,-0.003548480869278,10076.758169862,,,,
20030711,187536167648,,9621,0,-0.032160713028258,9752.682442106,,,,
20030714,189873877966,,9740.9,0,0.012462322003949,9874.223511101,,,,
20030715,189784916561,,9736.3,0,-0.000472235625045,9869.56055099,,,,
20030716,189488601247,,9721.1,0,-0.001561168000165,9854.152508882,,,,
20030717,184874677301,,9484.4,0,-0.024349096295687,9614.212800531,,,,
20030718,185435078595,,9513.2,0,0.003036565307241,9643.406985577,,,,
20030722,184618179133,,9471.3,0,-0.004404406508851,9600.933501082,,,,
20030723,182986168742,,9600.4,0,0.013630652603127,9731.800490301,,,,
20030724,184042275491,,9655.8,0,0.005770592891962,9787.958749037,,,,
20030725,183605577591,,9632.9,0,-0.002371631558235,9764.745317177,,,,
20030728,187260175784,,9824.6,0,0.01990054915965,9959.069111393,,,,
20030729,187152183898,,9818.9,0,-0.000580176292165,9953.291095602,,,,
20030730,183313809514,,9617.6,0,-0.020501278147247,9749.235906371,,,,
20030731,181992164712,,9548.2,0,-0.007215937448012,9678.886029905,,,,
20030801,182912977980,,9596.5,0,0.005058545066085,9727.847111076,,,,
20030804,179887220241,,9437.8,0,-0.016537279216381,9566.974987226,,,,
20030805,178546718765,,9367.5,0,-0.007448769840429,9495.712792477,,,,
20030806,177852871281,,9308.8,0,-0.006266346410462,9436.209366705,,,,
20030807,176739213460,,9250.5,0,-0.006262891027845,9377.111415726,,,,
20030808,177919600975,,9312.3,0,0.006680719961083,9439.757271138,,,,
20030811,180972724811,,9472.1,0,0.017160100082686,9601.744450667,,,,
20030812,182440756994,,9549,0,0.008118579829182,9679.696979489,,,,
20030813,186023060406,,9736.5,0,0.019635563933396,9869.763288386,,,,
20030814,189086920883,,9896.8,0,0.016463821701843,10032.257311405,,,,
20030815,188132837821,,9846.9,0,-0.0050420337887,9981.674331064,,,,
20030818,191361532134,,10015.9,0,0.01716276188445,10152.987430816,,,,
20030819,194052657373,,10156.7,0,0.01405764833914,10295.714557711,,,,
20030820,196300349104,,10274.4,0,0.011588409621235,10415.025515349,,,,
20030821,197174927814,,10344.8,0,0.006851981624231,10486.389078796,,,,
20030822,190952038175,,10263.4,0,-0.007868687649834,10403.87495856,,,,
20030825,190864511955,,10258.7,0,-0.000457937915311,10399.11062975,,,,
20030826,191930973725,,10316,0,0.005585503036447,10457.194893749,,,,
20030827,191490816066,,10292.3,0,-0.002297402093835,10433.170512305,,,,
20030828,189936274668,,10208.8,0,-0.008112861070898,10348.527649409,,,,
20030829,192132789433,,10326.9,0,0.011568450748374,10468.24408184,,,,
20030901,198196084873,,10652.7,0,0.031548673851785,10798.503300179,,,,
20030902,199049685775,,10672.5,0,0.001858683713987,10818.574302398,,,,
20030903,199524875155,,10698,0,0.002389318341531,10844.423320408,,,,
20030904,198243985733,,10629.3,0,-0.006421761076837,10774.783024828,,,,
20030905,198313809246,,10633.1,0,0.000357502375509,10778.635035355,,,,
20030908,198924552886,,10665.8,0,0.003075302592846,10811.782599627,,,,
20030909,203359251033,,10903.6,0,0.022295561514373,11052.837363657,,,,
20030910,195967671790,,10837.9,0,-0.006025532851536,10986.238129019,,,,
20030911,190372917970,,10528.5,0,-0.02854796593436,10672.603377165,,,,
20030912,436308499320,,10694.7,0,0.015785724462174,10841.078153371,,,,
20030916,443393023226,,10868.4,0,0.01624168980897,11017.155581933,,,,
20030917,447587533334,,10971.2,0,0.009458613963416,11121.362603558,,,,
20030918,449345237698,,11014.3,0,0.003928467259734,11165.052512429,,,,
20030919,464859832216,,10919.4,0,-0.008616071833889,11068.853617953,,,,
20030922,445169362767,,10456.9,0,-0.042355807095628,10600.023389341,,,,
20030924,446319101209,,10483.9,0,0.002582027178226,10627.392937822,,,,
20030925,439331616588,,10319.7,0,-0.015662110474156,10460.945535578,,,,
20030926,439686561795,,10328.1,0,0.000813977150498,10469.460506217,,,,
20030929,435899677624,,10239.1,0,-0.008617267454808,10379.242364927,,,,
20030930,435436122231,,10228.2,0,-0.001064546688674,10368.193176836,,,,
20031001,441488994378,,10370.4,0,0.013902739484953,10512.339465504,,,,
20031002,451358036364,,10602.2,0,0.02235207899406,10747.312107649,,,,
20031003,456273739275,,10717.7,0,0.010893965403406,10864.392953929,,,,
20031006,463046885320,,10748.3,0,0.002855090177929,10895.411775541,,,,
20031007,466492798103,,10828.3,0,0.007443037503605,10976.506734004,,,,
20031008,451607995753,,10550.5,0,-0.025654996629203,10694.904490743,,,,
20031009,451145809806,,10539.7,0,-0.001023648168334,10683.95667135,,,,
20031010,462021655803,,10793.8,0,0.024108845602815,10941.534533167,,,,
20031014,469717917112,,10973.6,0,0.016657710908114,11123.795452312,,,,
20031015,463340743820,,10907.2,0,-0.006050885762193,11056.486636788,,,,
20031016,468646859091,,11032.1,0,0.011451151532932,11183.096140687,,,,
20031017,469183666684,,11044.7,0,0.001142121626888,11195.868596645,,,,
20031020,474425743639,,11168.1,0,0.011172779704292,11320.957570074,,,,
20031021,468902376257,,11038.1,0,-0.011640296917113,11189.178262572,,,,
20031022,462881846736,,10896.4,0,-0.012837354254809,11045.538817395,,,,
20031023,439366947919,,10342.8,0,-0.050805770713264,10484.361704834,,,,
20031024,439388490038,,10343.3,0,0.000048342808523,10484.868548325,,,,
20031027,444400809999,,10461.3,0,0.011408351299875,10604.483612057,,,,
20031028,449664086424,,10568,0,0.010199497194421,10712.644012906,,,,
20031029,457230479972,,10745.8,0,0.016824375473126,10892.877558089,,,,
20031030,450189712894,,10702.1,0,-0.004066705131307,10848.579437029,,,,
20031031,444477997927,,10566.3,0,-0.012689098401249,10710.920745039,,,,
20031104,456575778276,,10853.9,0,0.027218610109499,11002.457120712,,,,
20031105,456134419885,,10843.5,0,-0.000958180930357,10991.914776112,,,,
20031106,444154227888,,10558.7,0,-0.02626458246876,10703.216723985,,,,
20031107,447371820635,,10635.1,0,0.007235739248202,10780.662409317,,,,
20031110,442138296202,,10510.7,0,-0.011697116153116,10654.559748907,,,,
20031111,429643411041,,10213.7,0,-0.028256919139544,10353.494715615,,,,
20031112,430442656573,,10232.7,0,0.001860246531619,10372.75476825,,,,
20031113,435119471341,,10343.9,0,0.010867122069443,10485.476760513,,,,
20031114,427956947185,,10173.6,0,-0.01646380958826,10312.845867686,,,,
20031117,411982779928,,9793.9,0,-0.037322088542896,9927.948921083,,,,
20031118,416604947321,,9903.7,0,0.011211059945476,10039.251751573,,,,
20031119,404743697816,,9621.8,0,-0.028464109373265,9753.49339169,,,,
20031120,415285705187,,9872.4,0,0.026045022760814,10007.523349074,,,,
20031121,414742756953,,9859.5,0,-0.001306673149387,9994.446787022,,,,
20031125,419267621699,,9967,0,0.010903189816927,10103.418137456,,,,
20031126,427021004202,,10151.4,0,0.018501053476472,10290.342016712,,,,
20031127,427814086495,,10170.2,0,0.001851961305829,10309.399331951,,,,
20031128,425174214260,,10107.4,0,-0.006174903148415,10245.739789558,,,,
20031201,437878513420,,10409.5,0,0.029888992223519,10551.974626452,,,,
20031202,436260773804,,10416.8,0,0.000701282482347,10559.374541412,,,,
20031203,427993181726,,10333.2,0,-0.008025497273635,10474.630309819,,,,
20031204,432286933017,,10436.8,0,0.010025935818526,10579.648281028,,,,
20031205,429947283281,,10380.4,0,-0.005403955235322,10522.476335312,,,,
20031208,416405652683,,10053.4,0,-0.031501676235984,10191.000692596,,,,
20031209,419676603959,,10132.4,0,0.00785803807667,10271.081964078,,,,
20031210,410845459892,,9919.2,0,-0.021041411708974,10054.963899775,,,,
20031211,417706195046,,10084.8,0,0.016694894749576,10222.830463792,,,,
20031212,421612252945,,10179.1,0,0.009350706013009,10318.42114608,,,,
20031215,434882460579,,10499.5,0,0.031476260180173,10643.206454723,,,,
20031216,425820911482,,10280.7,0,-0.020839087575599,10421.411743328,,,,
20031217,418887464189,,10102.1,0,-0.017372357913372,10240.36724856,,,,
20031218,419354787122,,10113.3,0,0.001108680373387,10251.720542745,,,,
20031219,428967694339,,10293.5,0,0.017818120692553,10434.386936682,,,,
20031222,432618190441,,10381.1,0,0.008510224899208,10523.185916198,,,,
20031224,432561495099,,10379.7,0,-0.000134860467581,10521.766754425,,,,
20031225,432471400874,,10377.5,0,-0.000211952175882,10519.536643067,,,,
20031226,434637561722,,10429.5,0,0.005010840761262,10572.248366068,,,,
20031229,438089541424,,10512.4,0,0.007948607315786,10656.283016775,,,,
20031230,445409968618,,10688,0,0.016704082797458,10834.2864506,,,,
20040105,451571354234,,10835.9,0,0.013837949101796,10984.210755058,,,,
20040106,451103603491,,10824.6,0,-0.00104282985262,10972.756092175,,,,
20040107,448763253701,,10768.5,0,-0.005182639543263,10915.888252553,,,,
20040108,452081822355,,10848.1,0,0.007391930166689,10996.577736223,,,,
20040109,457377623911,,10975.2,0,0.011716337423143,11125.417351481,,,,
20040113,452567449314,,10859.8,0,-0.010514614767841,11008.437873899,,,,
20040114,453118643376,,10873,0,0.001215491998011,11021.818542045,,,,
20040115,449824215260,,10675.4,0,-0.018173457187529,10821.513994642,,,,
20040116,457898907845,,10867.1,0,0.017957172564962,11015.837788858,,,,
20040119,465424701877,,11045.7,0,0.016434927441543,11196.882283626,,,,
20040120,468229855847,,11112.2,0,0.006020442344079,11264.292467848,,,,
20040121,463481926822,,11011.6,0,-0.009053112794947,11162.315557581,,,,
20040122,463408448140,,11009.9,0,-0.000154382651023,11160.592289714,,,,
20040123,466788161414,,11078,0,0.006185342282854,11229.624373105,,,,
20040126,462723987760,,10981.6,0,-0.008701931756635,11131.904948158,,,,
20040127,460865953661,,10937.5,0,-0.004015808261092,11087.201352305,,,,
20040128,457685053751,,10862,0,-0.006902857142858,11010.667985256,,,,
20040129,454610564832,,10789,0,-0.006720677591604,10936.668835659,,,,
20040130,454782533823,,10793.1,0,0.000380016683659,10940.82495228,,,,
20040202,458228007088,,10786,0,-0.000657827686207,10933.627774717,,,,
20040203,453494388454,,10651.4,0,-0.012479139625441,10797.185507103,,,,
20040204,452474657555,,10457,0,-0.018251121918246,10600.124758039,,,,
20040205,453221419867,,10474.3,0,0.001654394185712,10617.661542807,,,,
20040206,453059441924,,10470.5,0,-0.000362792740327,10613.80953228,,,,
20040209,450531912670,,10412.1,0,-0.005577575091925,10554.610212602,,,,
20040210,448922225789,,10374.9,0,-0.003572766300747,10516.901056917,,,,
20040212,447158600776,,10468.5,0,0.009021773703842,10611.782158318,,,,
20040213,451352647835,,10566.7,0,0.00938052251994,10711.326219831,,,,
20040216,450961418771,,10557.5,0,-0.000870659714008,10702.000299608,,,,
20040217,457493403501,,10710.4,0,0.01448259531139,10856.99303897,,,,
20040218,456454407064,,10686.1,0,-0.002268822826412,10832.360445337,,,,
20040219,459735461905,,10762.9,0,0.007186906354984,10910.211605461,,,,
20040220,458320529555,,10729.8,0,-0.003075379312268,10876.658566397,,,,
20040223,464634894563,,10877.6,0,0.013774720870845,11026.481502156,,,,
20040224,455112780797,,10654.7,0,-0.02049165257042,10800.53067414,,,,
20040225,455732410478,,10669.2,0,0.001360901761663,10815.229135361,,,,
20040226,462404963246,,10825.4,0,0.014640272935177,10973.56704176,,,,
20040227,472065536158,,11051.6,0,0.020895301790234,11202.863036813,,,,
20040301,481829303132,,11280.1,0,0.020675739259473,11434.490511921,,,,
20040302,485680628257,,11370.3,0,0.007996383010788,11525.925077588,,,,
20040303,485268269826,,11360.7,0,-0.000844304899607,11516.193682572,,,,
20040304,487392476915,,11410.4,0,0.004374730430343,11566.573925517,,,,
20040305,488625505820,,11545.6,0,0.011848839655051,11703.624405319,,,,
20040308,487162085090,,11511,0,-0.002996812638581,11668.550835784,,,,
20040309,488390975470,,11540,0,0.002519329337155,11697.947758227,,,,
20040310,484213709070,,11441.3,0,-0.008552859618718,11597.896853223,,,,
20040311,478457429742,,11305.3,0,-0.011886761119803,11460.035423837,,,,
20040312,472780637750,,11171.2,0,-0.011861693188151,11324.099999714,,,,
20040315,479326046657,,11325.8,0,0.013839157834431,11480.816006943,,,,
20040316,476128884945,,11250.3,0,-0.006666195765421,11404.282639894,,,,
20040317,484345677518,,11444.4,0,0.017252873256713,11601.039282864,,,,
20040318,486345552561,,11491.7,0,0.004133025759323,11648.986677055,,,,
20040319,483564738068,,11426,0,-0.005717169783409,11582.387442417,,,,
20040322,479330259720,,11325.9,0,-0.008760721162262,11480.917375641,,,,
20040323,477746893507,,11288.5,0,-0.003302165832296,11443.00548256,,,,
